DHT_TEMP_C,DHT_RH,BME_TEMP_C,BME_RH,Pressure_hPa,RH_ERROR(Target)
24.1,91.3,24.11,86.67,1009.28,4.63
24.1,91.3,23.98,87.47,1009.33,3.83
24.1,91.2,23.94,87.78,1009.34,3.42
24.1,91.1,23.92,87.89,1009.37,3.21
24.1,91.4,23.91,88.07,1009.29,3.33
24.1,91.2,23.78,88.44,1009.35,2.76
24.1,91.4,23.73,88.73,1009.4,2.67
24.1,91.5,23.72,88.92,1009.39,2.58
24.1,91.6,23.78,88.87,1009.38,2.73
24.1,91.6,23.78,88.96,1009.36,2.64
24.2,91.4,23.79,88.92,1009.37,2.48
24.2,91.3,23.82,88.83,1009.34,2.47
24.2,91.4,23.81,88.85,1009.33,2.55
24.2,91.2,23.8,88.94,1009.41,2.26
24.2,91.1,23.84,88.82,1009.39,2.28
24.2,91.2,23.76,88.99,1009.42,2.21
24.2,91.2,23.75,89.07,1009.47,2.13
24.2,91.2,23.81,88.93,1009.44,2.27
24.2,91.2,23.83,88.84,1009.46,2.36
24.2,91.1,23.77,89.14,1009.51,1.96
24.2,91.4,23.7,89.43,1009.5,1.97
24.2,91.3,23.73,89.26,1009.51,2.04
24.2,91.2,23.77,89.23,1009.53,1.97
24.2,91.3,23.84,88.94,1009.54,2.36
24.2,91,23.8,89.05,1009.52,1.95
24.2,91,23.78,89.04,1009.52,1.96
24.2,91.1,23.79,89.08,1009.52,2.02
24.2,91.1,23.82,88.87,1009.53,2.23
24.3,90.9,23.79,89.04,1009.58,1.86
24.2,90.9,23.72,89.27,1009.58,1.63
24.2,91.1,23.67,89.53,1009.6,1.57
24.2,90.9,23.72,89.32,1009.6,1.58
24.2,91.1,23.72,89.35,1009.6,1.75
24.2,90.9,23.71,89.29,1009.59,1.61
24.2,91.1,23.69,89.57,1009.65,1.53
24.2,91.2,23.74,89.49,1009.61,1.71
24.3,91,23.78,89.35,1009.63,1.65
24.3,91,23.81,89.26,1009.61,1.74
24.3,90.9,23.87,89.08,1009.64,1.82
24.3,90.7,23.82,89.21,1009.66,1.49
24.4,90.7,23.84,89.05,1009.65,1.65
24.4,90.6,23.87,89.02,1009.65,1.58
24.3,90.7,23.9,88.9,1009.66,1.8
24.4,90.5,23.92,88.83,1009.61,1.67
24.4,90.5,24.01,88.54,1009.6,1.96
24.4,90.3,24.02,88.39,1009.63,1.91
24.5,90.3,24.03,88.32,1009.64,1.98
24.5,90.5,24.01,88.91,1010.24,1.59
24.5,90.3,24.01,88.86,1010.22,1.44
24.5,90.3,23.99,88.77,1010.22,1.53
24.5,90.3,23.98,88.9,1010.21,1.4
24.5,90.4,23.96,89,1010.24,1.4
24.5,90.1,23.9,88.88,1010.28,1.22
24.5,90.2,23.86,89.11,1010.25,1.09
24.5,90.3,23.86,89.23,1010.29,1.07
24.4,90.4,23.88,89.22,1010.26,1.18
24.4,90.4,23.85,89.33,1010.22,1.07
24.4,90.5,23.79,89.46,1010.26,1.04
24.4,90.9,23.74,89.75,1010.24,1.15
24.4,90.9,23.77,89.78,1010.22,1.12
24.3,90.9,23.8,89.71,1010.24,1.19
24.3,90.8,23.83,89.57,1010.27,1.23
24.4,90.7,23.84,89.49,1010.31,1.21
24.4,90.7,23.82,89.56,1010.31,1.14
24.4,90.9,23.83,89.68,1010.32,1.22
24.4,90.7,23.85,89.51,1010.33,1.19
24.4,90.6,23.81,89.65,1010.31,0.95
24.4,90.7,23.78,89.63,1010.31,1.07
24.4,90.7,23.82,89.52,1010.36,1.18
24.4,90.7,23.82,89.61,1010.35,1.09
24.4,90.9,23.77,89.82,1010.34,1.08
24.3,91,23.68,89.97,1010.3,1.03
24.3,91,23.7,90.08,1010.38,0.92
24.3,91.1,23.79,89.89,1010.34,1.21
24.3,90.9,23.87,89.54,1010.3,1.36
24.4,90.8,23.85,89.5,1010.34,1.3
24.4,90.7,23.86,89.35,1010.37,1.35
24.4,90.8,23.84,89.44,1010.35,1.36
24.4,90.7,23.81,89.58,1010.35,1.12
24.4,90.6,23.77,89.7,1010.41,0.9
24.3,90.8,23.73,89.76,1010.44,1.04
24.3,91.1,23.76,89.8,1010.37,1.3
24.3,90.8,23.81,89.63,1010.42,1.17
24.3,90.9,23.8,89.59,1010.43,1.31
24.4,90.7,23.86,89.47,1010.52,1.23
24.4,90.8,23.88,89.34,1010.48,1.46
24.4,90.6,23.84,89.42,1010.54,1.18
24.4,90.7,23.87,89.32,1010.52,1.38
24.4,90.6,23.91,89.23,1010.53,1.37
24.4,90.6,23.93,89.14,1010.5,1.46
24.5,90.5,23.94,89.07,1010.57,1.43
24.5,90.4,23.98,88.98,1010.62,1.42
24.5,90.4,24.01,88.92,1010.64,1.48
24.5,90.6,24.04,88.95,1010.65,1.65
24.5,90.6,24.08,88.89,1010.57,1.71
24.6,90.8,24.11,88.73,1010.67,2.07
24.5,90.3,24.14,88.55,1010.65,1.75
24.6,90.3,24.15,88.43,1010.61,1.87
24.6,90.1,24.11,88.48,1010.6,1.62
24.5,90.3,24.09,88.68,1010.67,1.62
24.6,90.7,24.11,88.67,1010.62,2.03
24.5,90.5,24.11,88.68,1010.61,1.82
24.6,90.8,24.09,88.74,1010.64,2.06
24.6,90.9,24.09,89,1010.66,1.9
24.6,91.1,24.09,89.11,1010.68,1.99
24.6,90.9,24.1,89.01,1010.64,1.89
24.6,91,24.11,88.91,1010.68,2.09
24.6,90.9,24.12,88.82,1010.64,2.08
24.6,90.9,24.12,88.81,1010.68,2.09
24.6,90.9,24.1,88.94,1010.65,1.96
24.6,90.9,24.06,89.06,1010.68,1.84
24.6,90.9,24.07,89.07,1010.72,1.83
24.6,91,24.03,89.28,1010.71,1.72
24.6,91,24.06,89.25,1010.72,1.75
24.6,90.5,24.09,89.11,1010.73,1.39
24.6,91,24.08,89.17,1010.73,1.83
24.5,90.6,24.03,89.33,1010.76,1.27
24.6,91,24.05,89.3,1010.77,1.7
24.5,90.6,24.05,89.24,1010.75,1.36
24.5,90.6,24.05,89.26,1010.79,1.34
24.6,91,24.04,89.24,1010.81,1.76
24.5,90.7,24,89.28,1010.79,1.42
24.5,90.7,23.97,89.41,1010.79,1.29
24.5,90.6,23.9,89.53,1010.82,1.07
24.5,90.8,23.87,89.85,1010.75,0.95
24.5,90.9,23.95,89.76,1010.81,1.14
24.5,91,24.02,89.53,1010.81,1.47
24.5,90.8,24,89.52,1010.77,1.28
24.5,91.1,24.04,89.69,1010.78,1.41
24.5,91,24.06,89.45,1010.75,1.55
24.5,90.9,24.08,89.48,1010.79,1.42
24.5,91.1,24.11,89.41,1010.74,1.69
24.5,90.9,24.12,89.3,1010.73,1.6
24.6,91.1,24.13,89.16,1010.75,1.94
24.6,91.2,24.11,89.05,1010.74,2.15
24.6,91,24.12,89.06,1010.77,1.94
24.6,91,24.1,89.13,1010.8,1.87
24.6,91.2,24.11,89.35,1010.8,1.85
24.6,91.3,24.07,89.48,1010.81,1.82
24.5,90.8,24.05,89.46,1010.8,1.34
24.6,91.1,24.03,89.43,1010.79,1.67
24.5,90.7,23.99,89.52,1010.77,1.18
24.6,91.3,24.01,89.61,1010.77,1.69
24.5,90.8,24.01,89.5,1010.74,1.3
24.5,90.9,24.01,89.51,1010.8,1.39
24.5,90.8,24.02,89.45,1010.79,1.35
24.5,90.8,24.07,89.29,1010.78,1.51
24.6,91.1,24.09,89.24,1010.78,1.86
24.6,90.9,24.07,89.15,1010.81,1.75
24.6,91,24.08,89.12,1010.76,1.88
24.6,91.1,24.07,89.2,1010.82,1.9
24.6,91,24.05,89.24,1010.83,1.76
24.6,91,24.05,89.19,1010.81,1.81
24.6,90.9,24.1,89.15,1010.81,1.75
24.6,91,24.08,89.29,1010.82,1.71
24.6,91,24.05,89.3,1010.85,1.7
24.6,90.6,24.08,89.21,1010.84,1.39
24.6,91.1,24.1,89.24,1010.88,1.86
24.6,91,24.12,89.15,1010.88,1.85
24.6,90.9,24.1,89.11,1010.86,1.79
24.6,91,24.14,89.08,1010.91,1.92
24.6,91,24.2,88.88,1010.89,2.12
24.6,91,24.19,89.06,1010.96,1.94
24.6,91.1,24.19,89.05,1010.94,2.05
24.6,91.1,24.18,89.13,1010.92,1.97
24.6,91.3,24.2,89.17,1010.97,2.13
24.6,91.3,24.22,89.05,1010.98,2.25
24.7,91.2,24.22,89.08,1011,2.12
24.7,91.1,24.2,89.06,1010.96,2.04
24.6,91,24.21,88.95,1011.01,2.05
24.7,91.1,24.2,89.05,1011.07,2.05
24.7,91.1,24.19,89.03,1011.04,2.07
24.6,91.3,24.19,89.11,1011.1,2.19
24.6,91.2,24.19,89.11,1011.06,2.09
24.6,91.3,24.19,89.17,1011.04,2.13
24.6,91.4,24.18,89.22,1011.07,2.18
24.6,91.1,24.15,89.23,1011.09,1.87
24.6,91.1,24.17,89.19,1011.07,1.91
24.6,91.3,24.18,89.22,1011.08,2.08
24.6,91.4,24.18,89.3,1011.09,2.1
24.7,91.3,24.21,89.33,1011.04,1.97
24.6,91.4,24.21,89.31,1011.1,2.09
24.6,91.2,24.19,89.28,1011.02,1.92
24.6,91.4,24.19,89.27,1011.06,2.13
24.6,91.4,24.19,89.32,1011.08,2.08
24.6,91.5,24.22,89.29,1010.98,2.21
24.6,91.4,24.23,89.24,1011,2.16
24.6,91.4,24.22,89.31,1011.01,2.09
24.7,91.3,24.2,89.34,1011,1.96
24.7,91.5,24.21,89.27,1010.97,2.23
24.7,91.3,24.22,89.22,1010.97,2.08
24.7,91.3,24.23,89.21,1010.97,2.09
24.7,91.2,24.23,89.21,1010.96,1.99
24.7,91.2,24.25,89.18,1011,2.02
24.7,91.2,24.25,89.12,1010.97,2.08
24.7,91.1,24.26,89.01,1010.99,2.09
24.7,91.2,24.25,89.06,1010.95,2.14
24.7,91.2,24.22,89.06,1010.95,2.14
24.7,90.9,24.21,89.01,1010.92,1.89
24.7,91.3,24.2,89.09,1010.91,2.21
24.6,91.3,24.2,89.25,1010.88,2.05
24.7,91.3,24.22,89.18,1010.91,2.12
24.6,91.3,24.24,89.11,1010.91,2.19
24.7,91.2,24.26,88.95,1010.92,2.25
24.7,91.1,24.24,88.9,1010.94,2.2
24.7,90.9,24.24,88.94,1010.98,1.96
24.7,91,24.24,88.87,1010.95,2.13
24.7,91,24.24,88.92,1010.9,2.08
24.7,91.1,24.24,88.9,1010.87,2.2
24.7,91,24.26,88.8,1010.92,2.2
24.7,91,24.27,88.79,1010.9,2.21
24.7,91.2,24.26,88.91,1010.87,2.29
24.7,91.2,24.26,88.98,1010.94,2.22
24.7,91.4,24.24,89.22,1010.93,2.18
24.7,91.4,24.22,89.44,1010.92,1.96
24.7,91.6,24.22,89.54,1010.98,2.06
24.6,91.6,24.21,89.59,1010.98,2.01
24.7,91.4,24.22,89.44,1010.99,1.96
24.7,91.6,24.21,89.47,1010.97,2.13
24.7,91.5,24.23,89.47,1010.99,2.03
24.7,91.5,24.23,89.45,1011.01,2.05
24.6,91.6,24.25,89.36,1011.04,2.24
24.7,91.4,24.25,89.24,1011.07,2.16
24.7,91.3,24.26,89.12,1011.07,2.18
24.7,91.3,24.26,89.06,1011.08,2.24
24.6,91.2,24.26,88.99,1011.09,2.21
24.7,91.1,24.26,88.93,1011.1,2.17
24.7,91.2,24.28,88.97,1011.07,2.23
24.7,91.4,24.27,89.12,1011.11,2.28
24.7,91.3,24.24,89.29,1011.13,2.01
24.6,92.1,24.03,90.67,1011.2,1.43
24.6,92.1,24.06,90.57,1011.18,1.53
24.6,92.2,24.11,90.38,1011.19,1.82
24.6,92.1,24.12,90.27,1011.21,1.83
24.6,92.2,24.11,90.38,1011.18,1.82
24.6,92.2,24.14,90.29,1011.11,1.91
24.6,92,24.16,90.17,1011.13,1.83
24.6,92.1,24.16,90.23,1011.13,1.87
24.6,92.1,24.15,90.26,1011.17,1.84
24.6,92,24.17,90.19,1011.16,1.81
24.6,92,24.17,90.1,1011.15,1.9
24.6,92,24.18,90.04,1011.18,1.96
24.6,92,24.18,90,1011.18,2
24.6,92.1,24.18,90.06,1011.15,2.04
24.6,91.9,24.17,89.94,1011.16,1.96
24.6,91.9,24.15,90.07,1011.18,1.83
24.6,91.9,24.16,89.97,1011.18,1.93
24.6,91.7,24.17,89.97,1011.11,1.73
24.7,91.9,24.18,90.02,1011.15,1.88
24.6,92,24.17,90.13,1011.12,1.87
24.6,91.9,24.16,89.99,1011.11,1.91
24.6,91.8,24.16,90,1011.08,1.8
24.6,91.9,24.16,90.02,1011.05,1.88
24.6,91.8,24.13,90.08,1011.13,1.72
24.6,91.9,24.11,90.19,1011.09,1.71
24.7,91.8,24.09,90.28,1011.05,1.52
24.6,91.9,24.1,90.27,1011.07,1.63
25.4,89.8,25.41,84.3,1010.82,5.5
29.2,77.3,30.12,69.99,1009.18,7.31
30.6,73,31.78,64.02,1009.15,8.98
31.7,69.4,33.99,56.57,1009.16,12.83
32.6,67.9,34.99,54.65,1009.08,13.25
33.2,66.2,35.39,52.62,1009.05,13.58
33.2,65.9,33.9,56.25,1009.1,9.65
33.1,65.8,33.49,56.94,1009.03,8.86
33.2,64.9,33.74,56.06,1009,8.84
33.3,62.8,33.87,53.73,1009.04,9.07
33.5,62.1,34.64,51.69,1009,10.41
33.8,62.5,35.23,51.09,1008.99,11.41
33.9,63.4,34.55,53.74,1008.97,9.66
34.1,62.8,35.12,52.5,1008.97,10.3
34.3,62.7,35.21,52.68,1008.98,10.02
34.4,63.2,35.31,52.95,1008.95,10.25
34.8,60.7,35.9,49.98,1008.93,10.72
35.1,58.6,36.42,47.46,1008.89,11.14
35.1,58.5,35.92,48.51,1008.84,9.99
35.2,59.1,36.11,48.41,1008.86,10.69
35.2,58.8,35.99,48.85,1008.89,9.95
35.1,58,35.69,48.57,1008.86,9.43
34.8,58.6,35.19,49.9,1008.82,8.7
34.8,58.8,35.29,49.87,1008.81,8.93
34.7,60.8,35.51,50.99,1008.84,9.81
34.8,61.2,35.51,51.41,1008.83,9.79
34.7,61.3,35.09,52.37,1008.82,8.93
34.9,59.7,35.86,49.44,1008.8,10.26
34.7,60.4,34.66,52.33,1008.79,8.07
34.9,60.6,35.45,51.75,1008.75,8.85
34.9,62.8,35.57,53.59,1008.76,9.21
35.1,59.5,35.96,49.44,1008.77,10.06
35.3,58.2,36.73,46.68,1008.75,11.52
35.2,59.4,35.95,49.38,1008.73,10.02
35.2,60.3,36.2,49.56,1008.69,10.74
35.1,60.3,35.84,50.33,1008.67,9.97
35.1,60.5,35.99,50.15,1008.68,10.35
35.1,60.9,36.13,50.4,1008.68,10.5
35.3,61.6,36.61,50.43,1008.68,11.17
35.2,59.7,36.07,49.31,1008.72,10.39
35.5,61.3,36.98,49.69,1008.68,11.61
35.7,60.4,36.82,48.77,1008.76,11.63
35.5,58.7,36.37,48.81,1008.65,9.89
35.5,60.7,36.85,49.05,1008.67,11.65
35.7,60.2,36.98,48.72,1008.64,11.48
35.8,59.1,37.05,47.87,1008.65,11.23
36,59.8,37.51,47.48,1008.61,12.32
36.1,58.9,37.35,47.08,1008.61,11.82
36.2,59.1,37.49,47.33,1008.59,11.77
36.5,59.2,37.97,46.81,1008.59,12.39
36.7,57.7,38.06,45.56,1008.62,12.14
36.8,57,37.82,45.79,1008.59,11.21
37,56.5,37.91,45.11,1008.54,11.39
37,58.5,37.97,47.41,1008.53,11.09
36.1,57.2,35.18,50.7,1008.5,6.5
35.3,59.3,34.63,53.37,1008.48,5.93
35.4,59.4,36.02,50.02,1008.43,9.38
35.5,58.5,36.14,48.59,1008.44,9.91
35.4,61.6,36.22,51.25,1008.44,10.35
35.5,58.3,36.38,47.92,1008.44,10.38
35.7,59,36.75,48.07,1008.43,10.93
35.9,57.8,37.21,45.85,1008.43,11.95
36.1,58.3,37.27,46.29,1008.42,12.01
35.9,56.1,36.71,45.68,1008.4,10.42
35.8,54.9,36.58,44.68,1008.4,10.22
35.7,59.1,36.69,48.28,1008.4,10.82
35.5,59,36.1,49.03,1008.38,9.97
35.3,58.1,35.27,49.97,1008.36,8.13
34.9,59.7,34.24,52.73,1008.33,6.97
34.4,59.8,33.85,53.36,1008.35,6.44
34.4,59.8,34.55,51.16,1008.31,8.64
34.1,60.9,34.47,52.52,1008.27,8.38
34.4,61,35.71,49.94,1008.3,11.06
34.7,62,35.68,51.27,1008.32,10.73
34.8,60.7,35.74,49.89,1008.28,10.81
35.1,59.3,36.34,47.83,1008.32,11.47
35.4,59.7,36.67,48,1008.28,11.7
35.6,60.6,36.94,48.46,1008.29,12.14
35.9,58.4,37.29,46.28,1008.3,12.12
36,58.2,37.07,46.95,1008.25,11.25
36.1,56,37.07,44.93,1008.26,11.07
36.1,55.9,37.43,44.44,1008.27,11.46
36.2,55.9,37.11,45.02,1008.27,10.88
36.1,57.1,37.01,46.2,1008.22,10.9
36.1,57,37.43,45.08,1008.29,11.92
36,54.8,36.77,44.25,1008.24,10.55
36.2,56.9,37.43,45.1,1008.24,11.8
36.3,54.7,37.37,43.66,1008.24,11.04
36.5,55,37.74,43.29,1008.28,11.71
36.3,54.5,35.89,47.34,1008.17,7.16
35.5,58.8,37.98,45.21,1008.25,13.59
34.7,64.8,36.3,44.93,1008.19,19.87
34,67.4,34.91,49.22,1008.13,18.18
33.1,70.3,35.3,51.33,1008.18,18.97
32.5,72.5,35.87,46.04,1008.16,26.46
31.8,74,35.61,47.79,1008.17,26.21
31.3,75.5,36.1,46.59,1008.09,28.91
30.7,77.1,35.8,46.97,1008.12,30.13
30.2,79.3,35.58,48.5,1008.08,30.8
29.8,80,34.82,50.3,1008.05,29.7
29.6,85.3,34.92,51.56,1008.05,33.74
29.5,87.7,34.67,49.43,1008.06,38.27
29.4,86.9,34.55,52.85,1008.03,34.05
29.4,86.5,34.4,51.49,1008.01,35.01
29.4,88.8,35.85,49.65,1008.03,39.15
29.3,88.2,36.05,47.27,1008.01,40.93
29.3,87.9,35.89,47.72,1007.97,40.18
29.2,88.5,35.25,50.75,1008,37.75
29.1,88.4,35.48,50.2,1008.04,38.2
29,87.5,34.85,50.9,1008,36.6
28.9,86.7,34.1,51.77,1008.01,34.93
28.7,86.8,34.16,53,1007.94,33.8
28.6,87.2,34.05,52.22,1007.96,34.98
28.5,88,33.83,53.79,1007.98,34.21
28.4,87.5,33.49,54.34,1008.01,33.16
28.2,87.9,33.42,55.03,1007.94,32.87
28.1,87.8,33.46,53.94,1007.96,33.86
28,88.5,33.49,53.88,1007.91,34.62
27.9,88.8,33.48,55.43,1007.96,33.37
27.8,89.5,33.46,54.51,1007.91,34.99
27.8,89.9,33.48,55.52,1007.87,34.38
27.7,90.2,33.6,54.62,1007.9,35.58
27.6,90.6,34.03,54.31,1007.97,36.29
27.6,90.5,34.26,51.48,1007.87,39.02
27.5,90.7,34.73,50.99,1007.84,39.71
27.5,90.7,34.49,51.09,1007.85,39.61
27.5,90.8,34.69,50.94,1007.8,39.86
27.4,91.2,34.62,52.09,1007.83,39.11
27.4,91.5,34.37,53.53,1007.85,37.97
27.3,91.7,34.29,53.01,1007.79,38.69
27.3,92.1,34.44,54.32,1007.75,37.78
27.3,91.8,34.54,52.94,1007.81,38.86
27.3,92.6,34.7,53.2,1007.8,39.4
27.3,92.7,34.92,51.98,1007.79,40.72
27.3,92.4,34.95,52.07,1007.72,40.33
27.3,93.4,34.72,53.6,1007.78,39.8
27.3,93.3,34.41,53.41,1007.74,39.89
27.4,93.3,34.09,53.63,1007.77,39.67
27.4,92.8,33.77,54.55,1007.73,38.25
27.4,93.1,33.53,55.53,1007.74,37.57
27.4,93,33.56,55.13,1007.72,37.87
27.3,92.4,33.43,55.07,1007.69,37.33
27.3,92.7,33.32,56.39,1007.72,36.31
27.3,93.1,33.5,56.13,1007.72,36.97
27.3,93.3,33.53,55.7,1007.7,37.6
27.3,93,33.76,55.62,1007.64,37.38
27.3,93.4,34.04,56,1007.66,37.4
27.3,93.5,33.84,54.83,1007.73,38.67
27.3,93.2,33.81,55.59,1007.68,37.61
27.3,93.5,33.72,55.13,1007.66,38.37
27.2,92.6,33.71,55.76,1007.66,36.84
27.2,92.9,33.62,56.42,1007.68,36.48
27.2,92.8,33.36,56.38,1007.64,36.42
27.3,92.4,33.28,55.71,1007.68,36.69
27.2,92.6,33.12,56.25,1007.63,36.35
27.2,92.6,33.12,55.39,1007.64,37.21
27.2,92.6,32.79,56.86,1007.65,35.74
27.1,92.3,32.96,56.03,1007.65,36.27
27.1,92.2,32.92,56.89,1007.59,35.31
27.1,92.4,32.86,57.14,1007.59,35.26
27.1,92.5,32.95,57.03,1007.62,35.47
27.1,92.4,32.51,57.78,1007.58,34.62
27,92.7,32.61,57.15,1007.56,35.55
27,92.5,32.72,58.18,1007.56,34.32
27,92.4,32.6,56.41,1007.57,35.99
26.9,92.3,32.42,58.45,1007.53,33.85
26.9,92.8,32.48,58.64,1007.56,34.16
26.9,92.5,32.17,58.14,1007.51,34.36
26.9,92.3,32.2,59.08,1007.5,33.22
26.9,92.8,32.24,60.01,1007.54,32.79
26.5,94.5,31.09,61.92,1007.28,32.58
26.5,93.5,31.14,61.02,1007.29,32.48
26.4,93.5,31.31,61.41,1007.29,32.09
26.4,93.5,31.37,60.84,1007.28,32.66
26.5,93.7,31.43,60.7,1007.33,33
26.4,93.9,31.52,61.52,1007.27,32.38
26.4,93.9,31.49,60.49,1007.29,33.41
26.4,93.9,31.51,61.11,1007.24,32.79
26.4,94.2,31.32,61.82,1007.27,32.38
26.4,94,31.18,60.87,1007.25,33.13
26.3,93.6,31.2,61.49,1007.24,32.11
26.3,93.9,31.27,61.9,1007.19,32
26.3,94.2,31.46,61.97,1007.17,32.23
26.3,94.2,31.52,60.77,1007.2,33.43
26.3,94.3,31.71,60.96,1007.14,33.34
26.3,94.6,31.77,60.3,1007.15,34.3
26.3,94.6,31.78,60.29,1007.12,34.31
26.3,94.6,31.83,60.15,1007.12,34.45
26.3,94.7,31.99,59.76,1007.12,34.94
26.4,94.9,32.16,60.2,1007.09,34.7
26.4,95.1,32.17,59.64,1007.11,35.46
26.4,95,32.12,59.92,1007.07,35.08
26.4,95.3,32.05,60.83,1007.1,34.47
26.3,95.1,32.15,60.41,1007.07,34.69
26.4,95.3,32.2,60.71,1007.08,34.59
26.4,95.4,32.02,60.22,1007.03,35.18
26.4,95.3,32.11,59.88,1007.04,35.42
26.4,95.3,32.06,60.19,1007.03,35.11
26.4,95.4,32.1,60.76,1007.05,34.64
26.5,95.4,32.05,60.44,1007.02,34.96
26.5,95.5,31.97,59.59,1006.97,35.91
26.5,95.4,31.91,62.06,1006.97,33.34
26.5,95.5,31.83,61.08,1006.93,34.42
26.5,95.5,31.83,60.08,1006.97,35.42
26.5,95.3,31.85,60.87,1006.96,34.43
26.5,95.4,32.18,61.51,1006.97,33.89
26.5,95.7,32.7,60.11,1007,35.59
26.6,95.7,32.98,58.91,1006.95,36.79
26.6,95.9,33.12,58.02,1006.94,37.88
26.7,95.9,32.8,57.2,1006.98,38.7
26.6,95.4,32.53,58.44,1006.93,36.96
26.6,95.5,32.58,58.3,1006.9,37.2
26.6,95.1,32.43,58.93,1006.88,36.17
26.6,95.3,32.75,59.38,1006.86,35.92
26.7,95.6,32.61,59.41,1006.85,36.19
26.6,94.9,32.63,57.86,1006.89,37.04
26.6,94.7,32.79,57.46,1006.85,37.24
26.6,94.6,33,55.47,1006.8,39.13
26.6,94.6,33.11,56.21,1006.77,38.39
26.6,94.5,33.5,53.48,1006.73,41.02
26.6,94.4,33.16,54.86,1006.76,39.54
26.6,94.5,33.12,56.23,1006.77,38.27
26.6,94.6,32.97,55.62,1006.74,38.98
26.6,94.5,33.1,56.78,1006.75,37.72
26.6,95,32.82,56.14,1006.76,38.86
26.6,94.6,32.83,55.91,1006.74,38.69
26.6,95.2,32.57,58.36,1006.81,36.84
26.6,95.1,32.53,57.09,1006.76,38.01
26.6,94.8,32.4,57.29,1006.78,37.51
26.6,94.7,32.27,58.45,1006.82,36.25
26.6,94.5,32.01,59.5,1006.81,35
26.5,94.6,31.95,59.74,1006.76,34.86
26.6,94.6,31.93,59.64,1006.75,34.96
26.6,94.8,31.9,59.85,1006.74,34.95
26.5,94.6,31.77,60.69,1006.69,33.91
26.5,94.9,31.68,61.55,1006.71,33.35
26.5,94.6,31.43,60.21,1006.7,34.39
26.5,94,31.22,61.14,1006.66,32.86
26.5,93.6,31.09,60.29,1006.66,33.31
26.5,93.7,31.19,61.22,1006.67,32.48
26.4,93.7,31.22,61.38,1006.64,32.32
26.4,94.4,31.19,63.6,1006.65,30.8
26.4,94.4,31.17,61.98,1006.68,32.42
26.4,94.3,31.04,63.82,1006.65,30.48
26.4,94.6,31.01,63.48,1006.72,31.12
26.4,94.5,30.87,64.04,1006.69,30.46
26.3,94.6,30.69,63.88,1006.69,30.72
26.4,94.1,30.51,64.17,1006.69,29.93
26.3,94,30.39,64.45,1006.68,29.55
26.3,94.3,30.34,64.69,1006.71,29.61
26.3,93.7,29.98,65.68,1006.74,28.02
26.2,93.8,29.89,65.71,1006.72,28.09
26.2,93.9,29.98,65.4,1006.71,28.5
26.2,93.7,29.93,66.1,1006.73,27.6
26.1,94,29.92,65.99,1006.73,28.01
26.1,93.5,29.83,65.82,1006.64,27.68
26.1,93.4,29.78,65.13,1006.7,28.27
26,93.9,29.68,65.78,1006.67,28.12
26,93.5,29.61,65.41,1006.68,28.09
25.9,93.3,29.64,65.05,1006.66,28.25
25.9,92.8,29.45,64.58,1006.59,28.22
25.8,92.9,29.39,65.09,1006.66,27.81
25.8,93.2,29.45,66,1006.64,27.2
25.7,93.4,29.56,65.23,1006.61,28.17
25.7,93.7,29.65,65.88,1006.62,27.82
25.7,93.9,29.74,65.76,1006.64,28.14
25.7,93.6,29.41,64.97,1006.6,28.63
25.6,93.7,29.32,65.2,1006.57,28.5
25.5,93.1,29.15,65.37,1006.63,27.73
25.5,93.3,29.07,66.78,1006.59,26.52
25.5,93.2,29.03,66.05,1006.58,27.15
25.5,93.3,29.13,66.08,1006.63,27.22
25.4,93.4,29.02,66.5,1006.63,26.9
25.3,93.3,28.95,66.59,1006.63,26.71
25.3,93.7,29.12,66.86,1006.63,26.84
25.3,93.7,28.97,66.3,1006.66,27.4
25.3,93.7,28.92,66.58,1006.66,27.12
25.2,93.6,28.82,66.01,1006.62,27.59
25.2,93.4,28.76,66.31,1006.76,27.09
25.1,93.2,28.57,66.63,1006.77,26.57
25.1,93.4,28.68,66.49,1006.76,26.91
25.1,93.4,28.69,66.43,1006.78,26.97
25,93.6,28.79,67.38,1006.81,26.22
25,94.1,28.75,66.64,1006.83,27.46
24.9,93.9,28.7,67.07,1006.82,26.83
24.9,93.8,28.36,67.88,1006.82,25.92
24.9,94.1,28.6,66.93,1006.88,27.17
24.9,93.9,28.46,67.78,1006.87,26.12
24.9,93.7,28.4,67.6,1006.77,26.1
24.8,94.2,28.48,67.97,1006.8,26.23
24.8,94.4,28.54,68.33,1006.87,26.07
24.8,94.7,28.64,67.68,1006.87,27.02
24.8,94.7,28.56,68.02,1006.9,26.68
24.8,94.8,28.66,67.85,1006.88,26.95
24.8,95,28.7,67.89,1006.87,27.11
24.8,95.1,28.64,67.87,1006.89,27.23
24.8,95.1,28.7,68.17,1006.92,26.93
24.9,95.3,28.66,67.65,1006.91,27.65
24.8,95.4,28.65,69.53,1006.94,25.87
24.8,95.5,28.64,68.26,1006.93,27.24
24.8,95.5,28.71,68.83,1006.9,26.67
24.8,95.6,28.85,68.76,1006.9,26.84
24.8,95.6,28.77,68.36,1006.95,27.24
24.8,95.7,28.83,68.15,1006.93,27.55
24.8,95.8,28.81,68.09,1006.92,27.71
24.8,95.9,28.69,68.71,1006.89,27.19
24.8,95.8,28.67,68.73,1006.91,27.07
24.8,95.8,28.72,69.79,1006.89,26.01
